[-4.5 -4.5],[0.08052953 0.05750635 0.78143459 0.08052953]
[-3.5 -4.5],[4.50140733e-01 9.50658269e-05 3.89321097e-01 1.60443104e-01]
[-2.5 -4.5],[1. 0. 0. 0.]
[-1.5 -4.5],[6.31996966e-04 5.92746120e-02 7.81741682e-01 1.58351709e-01]
[-0.5 -4.5],[0.43051003 0.03656156 0.37499166 0.15793675]
[ 0.5 -4.5],[0.76890941 0.05057636 0.         0.18051423]
[ 1.5 -4.5],[0.93735105 0.         0.         0.06264895]
[ 2.5 -4.5],[0.47642627 0.38334029 0.14023344 0.        ]
[ 3.5 -4.5],[0.66375428 0.         0.14317218 0.19307354]
[ 4.5 -4.5],[1. 0. 0. 0.]
[-4.5 -3.5],[1. 0. 0. 0.]
[-3.5 -3.5],[9.06441928e-01 2.72431246e-02 1.47717273e-05 6.63001755e-02]
[-2.5 -3.5],[9.46015409e-01 2.74314057e-02 2.65427213e-02 1.04643609e-05]
[-1.5 -3.5],[9.38472250e-01 2.85253925e-02 7.59234506e-06 3.29947652e-02]
[-0.5 -3.5],[9.03712407e-01 8.37729032e-05 2.75412006e-02 6.86626197e-02]
[ 0.5 -3.5],[1. 0. 0. 0.]
[ 1.5 -3.5],[1. 0. 0. 0.]
[ 2.5 -3.5],[1. 0. 0. 0.]
[ 3.5 -3.5],[0.         0.         0.13786927 0.86213073]
[ 4.5 -3.5],[1. 0. 0. 0.]
[-4.5 -2.5],[1. 0. 0. 0.]
[-3.5 -2.5],[1. 0. 0. 0.]
[-2.5 -2.5],[0.00000000e+00 6.93605969e-06 2.73420829e-02 9.72650981e-01]
[-1.5 -2.5],[1. 0. 0. 0.]
[-0.5 -2.5],[0.         0.         0.05592582 0.94407418]
[ 0.5 -2.5],[1. 0. 0. 0.]
[ 1.5 -2.5],[1. 0. 0. 0.]
[ 2.5 -2.5],[0.        0.1097534 0.8902466 0.       ]
[ 3.5 -2.5],[0.14410291 0.         0.44820704 0.40769005]
[ 4.5 -2.5],[0. 0. 1. 0.]
[-4.5 -1.5],[1. 0. 0. 0.]
[-3.5 -1.5],[1. 0. 0. 0.]
[-2.5 -1.5],[1.12230561e-05 2.90385275e-02 2.81629250e-02 9.42787324e-01]
[-1.5 -1.5],[0.88764431 0.05680612 0.05554956 0.        ]
[-0.5 -1.5],[0.45378488 0.02904944 0.05578849 0.4613772 ]
[ 0.5 -1.5],[8.86694352e-01 3.00070539e-02 8.32273706e-02 7.12233192e-05]
[ 1.5 -1.5],[8.58897883e-01 3.20601628e-02 1.08763978e-01 2.77976670e-04]
[ 2.5 -1.5],[0.8133049  0.03308518 0.12089553 0.03271438]
[ 3.5 -1.5],[0.86430325 0.03547087 0.         0.10022588]
[ 4.5 -1.5],[0.74163248 0.23082394 0.         0.02754358]
[-4.5 -0.5],[0.16411499 0.66708322 0.15668879 0.012113  ]
[-3.5 -0.5],[3.22618484e-02 9.34789598e-01 3.28368816e-02 1.11671857e-04]
[-2.5 -0.5],[0.02720303 0.05745807 0.         0.9153389 ]
[-1.5 -0.5],[0.44993032 0.05700759 0.02921835 0.46384374]
[-0.5 -0.5],[0.4517496  0.0433494  0.04309052 0.46181048]
[ 0.5 -0.5],[0.5944226  0.03924342 0.0567522  0.30958178]
[ 1.5 -0.5],[0.65722472 0.03627738 0.0696083  0.2368896 ]
[ 2.5 -0.5],[0.70993606 0.00121852 0.08022888 0.20861654]
[ 3.5 -0.5],[1. 0. 0. 0.]
[ 4.5 -0.5],[0. 0. 0. 1.]
[-4.5  0.5],[0.06700648 0.3947249  0.10183683 0.43643179]
[-3.5  0.5],[0.03914853 0.02000375 0.0501366  0.89071112]
[-2.5  0.5],[1. 0. 0. 0.]
[-1.5  0.5],[8.36717032e-05 8.43069943e-02 3.12012794e-02 8.84408055e-01]
[-0.5  0.5],[0.30562457 0.05703548 0.03942787 0.59791207]
[0.5 0.5],[0.4514655  0.04811027 0.0461652  0.45425903]
[1.5 0.5],[0.53497247 0.04200135 0.05326584 0.36976034]
[2.5 0.5],[0.61472899 0.00383753 0.06088111 0.32055237]
[3.5 0.5],[1. 0. 0. 0.]
[4.5 0.5],[0.         0.33453631 0.         0.66546369]
[-4.5  1.5],[0.29588894 0.17316604 0.         0.53094503]
[-3.5  1.5],[0.13012218 0.15829131 0.         0.71158651]
[-2.5  1.5],[0.30949811 0.69050189 0.         0.        ]
[-1.5  1.5],[0.03678821 0.10372939 0.03642058 0.82306181]
[-0.5  1.5],[0.24328392 0.06669617 0.03443605 0.65558386]
[0.5 1.5],[0.38527751 0.05526522 0.00153698 0.55792029]
[1.5 1.5],[0.46423471 0.04777195 0.00440228 0.48359106]
[2.5 1.5],[0.53277138 0.03664028 0.00840074 0.42218759]
[3.5 1.5],[0.75084952 0.23204553 0.01710495 0.        ]
[4.5 1.5],[0.36819708 0.25924831 0.3696008  0.00295381]
[-4.5  2.5],[1. 0. 0. 0.]
[-3.5  2.5],[1. 0. 0. 0.]
[-2.5  2.5],[1. 0. 0. 0.]
[-1.5  2.5],[0.01403524 0.14468971 0.05847139 0.78280367]
[-0.5  2.5],[0.21369144 0.         0.03235389 0.75395468]
[0.5 2.5],[1. 0. 0. 0.]
[1.5 2.5],[1. 0. 0. 0.]
[2.5 2.5],[1. 0. 0. 0.]
[3.5 2.5],[1. 0. 0. 0.]
[4.5 2.5],[0.40540008 0.02920084 0.56539908 0.        ]
[-4.5  3.5],[1. 0. 0. 0.]
[-3.5  3.5],[1. 0. 0. 0.]
[-2.5  3.5],[1. 0. 0. 0.]
[-1.5  3.5],[0. 0. 0. 1.]
[-0.5  3.5],[0.35796271 0.         0.         0.64203729]
[0.5 3.5],[1. 0. 0. 0.]
[1.5 3.5],[1. 0. 0. 0.]
[2.5 3.5],[1. 0. 0. 0.]
[3.5 3.5],[1. 0. 0. 0.]
[4.5 3.5],[0.82029028 0.         0.17970972 0.        ]
[-4.5  4.5],[1. 0. 0. 0.]
[-3.5  4.5],[1. 0. 0. 0.]
[-2.5  4.5],[1. 0. 0. 0.]
[-1.5  4.5],[1. 0. 0. 0.]
[-0.5  4.5],[0. 0. 0. 1.]
[0.5 4.5],[1. 0. 0. 0.]
[1.5 4.5],[1. 0. 0. 0.]
[2.5 4.5],[1. 0. 0. 0.]
[3.5 4.5],[1. 0. 0. 0.]
[4.5 4.5],[1. 0. 0. 0.]
