[-4.5 -4.5],[0.15722517 0.68554967 0.         0.15722517]
[-3.5 -4.5],[0.205811   0.11080994 0.22146056 0.4619185 ]
[-2.5 -4.5],[1. 0. 0. 0.]
[-1.5 -4.5],[0.         0.93324198 0.03593142 0.0308266 ]
[-0.5 -4.5],[0.02773542 0.79974065 0.01356909 0.15895485]
[ 0.5 -4.5],[0.01399769 0.84095017 0.00335616 0.14169598]
[ 1.5 -4.5],[0.01496231 0.83503496 0.         0.15000273]
[ 2.5 -4.5],[0.02681781 0.04239211 0.7747367  0.15605338]
[ 3.5 -4.5],[0.46604153 0.03296755 0.36521543 0.1357755 ]
[ 4.5 -4.5],[0.52052292 0.12248748 0.23450213 0.12248748]
[-4.5 -3.5],[1. 0. 0. 0.]
[-3.5 -3.5],[0.33861051 0.         0.37185484 0.28953465]
[-2.5 -3.5],[0. 1. 0. 0.]
[-1.5 -3.5],[0.08491105 0.10107674 0.00231771 0.8116945 ]
[-0.5 -3.5],[0.05157159 0.         0.04092634 0.90750207]
[ 0.5 -3.5],[1. 0. 0. 0.]
[ 1.5 -3.5],[1. 0. 0. 0.]
[ 2.5 -3.5],[1. 0. 0. 0.]
[ 3.5 -3.5],[9.06189365e-01 1.34648922e-04 4.19754263e-02 5.17005593e-02]
[ 4.5 -3.5],[1. 0. 0. 0.]
[-4.5 -2.5],[1. 0. 0. 0.]
[-3.5 -2.5],[1. 0. 0. 0.]
[-2.5 -2.5],[0.         0.         0.28504666 0.71495334]
[-1.5 -2.5],[1. 0. 0. 0.]
[-0.5 -2.5],[0.00220753 0.001893   0.41677373 0.57912575]
[ 0.5 -2.5],[1. 0. 0. 0.]
[ 1.5 -2.5],[1. 0. 0. 0.]
[ 2.5 -2.5],[1.09849470e-05 4.34146007e-02 2.24900639e-02 9.34084350e-01]
[ 3.5 -2.5],[0.46458382 0.024877   0.03219412 0.47834506]
[ 4.5 -2.5],[0.80239286 0.14589804 0.0517091  0.        ]
[-4.5 -1.5],[1. 0. 0. 0.]
[-3.5 -1.5],[1. 0. 0. 0.]
[-2.5 -1.5],[0.00503527 0.82078578 0.11178773 0.06239122]
[-1.5 -1.5],[2.66295404e-02 8.76782250e-01 9.65869710e-02 1.23818231e-06]
[-0.5 -1.5],[0.0228385  0.84981443 0.07745369 0.04989338]
[ 0.5 -1.5],[2.36163052e-02 9.14929063e-01 6.14501779e-02 4.45371259e-06]
