[-4.5 -4.5],[0.25626222 0.48747557 0.         0.25626222]
[-3.5 -4.5],[0. 0. 1. 0.]
[-2.5 -4.5],[1. 0. 0. 0.]
[-1.5 -4.5],[0.19762248 0.80237752 0.         0.        ]
[-0.5 -4.5],[0.         0.         0.67277876 0.32722124]
[ 0.5 -4.5],[0.659254   0.23000901 0.11073699 0.        ]
[ 1.5 -4.5],[0. 1. 0. 0.]
[ 2.5 -4.5],[0. 1. 0. 0.]
[ 3.5 -4.5],[0.         0.         0.81114347 0.18885653]
[ 4.5 -4.5],[0.80860129 0.09569936 0.         0.09569936]
[-4.5 -3.5],[1. 0. 0. 0.]
[-3.5 -3.5],[0.38930771 0.         0.27097899 0.3397133 ]
[-2.5 -3.5],[0.         0.81545593 0.18454407 0.        ]
[-1.5 -3.5],[0.         0.98596132 0.         0.01403868]
[-0.5 -3.5],[0. 0. 1. 0.]
[ 0.5 -3.5],[1. 0. 0. 0.]
[ 1.5 -3.5],[1. 0. 0. 0.]
[ 2.5 -3.5],[1. 0. 0. 0.]
[ 3.5 -3.5],[0.00543626 0.00338705 0.89255082 0.09862587]
[ 4.5 -3.5],[1. 0. 0. 0.]
[-4.5 -2.5],[1. 0. 0. 0.]
[-3.5 -2.5],[1. 0. 0. 0.]
[-2.5 -2.5],[0.23041403 0.28179007 0.         0.4877959 ]
[-1.5 -2.5],[1. 0. 0. 0.]
[-0.5 -2.5],[0.         0.         0.92438821 0.07561179]
[ 0.5 -2.5],[1. 0. 0. 0.]
[ 1.5 -2.5],[1. 0. 0. 0.]
[ 2.5 -2.5],[0.         0.32068866 0.6781832  0.00112814]
[ 3.5 -2.5],[0.46640591 0.04852911 0.48506498 0.        ]
[ 4.5 -2.5],[0.3480801  0.21319898 0.27389586 0.16482506]
[-4.5 -1.5],[1. 0. 0. 0.]
[-3.5 -1.5],[1. 0. 0. 0.]
[-2.5 -1.5],[0.         0.66599154 0.32567047 0.00833799]
[-1.5 -1.5],[0.05709861 0.52661986 0.41249398 0.00378755]
[-0.5 -1.5],[0.04527273 0.43890859 0.48846329 0.0273554 ]
[ 0.5 -1.5],[0.06742861 0.33461756 0.59655903 0.00139481]
[ 1.5 -1.5],[0.08096432 0.08554341 0.8305402  0.00295207]
[ 2.5 -1.5],[0.32011636 0.05904437 0.56277545 0.05806382]
[ 3.5 -1.5],[0.8669091  0.08623345 0.04058598 0.00627147]
[ 4.5 -1.5],[0.88124811 0.         0.         0.11875189]
[-4.5 -0.5],[0.         0.         0.91457949 0.08542051]
[-3.5 -0.5],[0.02147288 0.73110558 0.226309   0.02111254]
[-2.5 -0.5],[0.02901816 0.86477338 0.         0.10620846]
